action,timestamp,uid,id,person_id,merged_person_ids,entity_name,entity_id,parent_entity_id,updated_by,entity_id,entity_person_id,entity_organization_id,entity_class_uid,entity_notes,entity_education_form_id,entity_financing_type_id,entity_service_type_id,entity_deduction_reason_id,entity_training_begin_at,entity_training_end_at,entity_actual_from,entity_actual_to,entity_created_by,entity_updated_by,entity_created_at,entity_updated_at,entity_class,entity_education_form,entity_financing_type,entity_deduction_reason,entity_service_type,entity_organization,entity_data_ou_orderIn,entity_data_ou_orderOut,entity_data_ou_parallel,entity_data_ou_alphabetNumber,entity_data
"create","2022-06-30T19:56:19.123+0000","db0b17c9-1188-462c-871d-532153ae8e78","157217957","db0b17c9-1188-462c-871d-532153ae8e78",,"person_education","24405124","db0b17c9-1188-462c-871d-532153ae8e78","ddc36ea7-6328-488f-bc87-b186d17d371d",2.4405124E7,"db0b17c9-1188-462c-871d-532153ae8e78",5313.0,,,1.0,1377.0,3.0,,"2020-11-18","2099-01-01","2022-06-30T22:54:13.785+03:00","2099-01-01T00:00:00+03:00","ddc36ea7-6328-488f-bc87-b186d17d371d",,"2022-06-30T22:54:13.785+03:00",,,,,,,,4577445.0,,"2","З-62",
"create","2022-06-30T19:56:18.489+0000","3d452741-d12c-4b5b-bf92-ae7b565cc879","157218084","3d452741-d12c-4b5b-bf92-ae7b565cc879",,"person_education","24395027","3d452741-d12c-4b5b-bf92-ae7b565cc879","ddc36ea7-6328-488f-bc87-b186d17d371d",2.4395027E7,"3d452741-d12c-4b5b-bf92-ae7b565cc879",5313.0,,,1.0,1377.0,3.0,,"2021-03-24","2099-01-01","2022-06-30T22:54:13.785+03:00","2099-01-01T00:00:00+03:00","ddc36ea7-6328-488f-bc87-b186d17d371d",,"2022-06-30T22:54:13.785+03:00",,,,,,,,4702884.0,,"2","Г-228",
"create","2022-06-30T19:57:00.617+0000","16001eea-cbba-4f49-b114-ee13de8aabeb","157225425","16001eea-cbba-4f49-b114-ee13de8aabeb",,"person_education","24392527","16001eea-cbba-4f49-b114-ee13de8aabeb","ddc36ea7-6328-488f-bc87-b186d17d371d",2.4392527E7,"16001eea-cbba-4f49-b114-ee13de8aabeb",5313.0,,,1.0,1377.0,3.0,,"2021-03-31","2099-01-01","2022-06-30T22:54:13.785+03:00","2099-01-01T00:00:00+03:00","ddc36ea7-6328-488f-bc87-b186d17d371d",,"2022-06-30T22:54:13.785+03:00",,,,,,,,4708162.0,,"10","Я-34",
"create","2022-06-30T19:57:06.266+0000","0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e","157226883","0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e",,"person_education","24391896","0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e","ddc36ea7-6328-488f-bc87-b186d17d371d",2.4391896E7,"0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e",5313.0,,,1.0,1377.0,3.0,,"2020-12-23","2099-01-01","2022-06-30T22:54:13.785+03:00","2099-01-01T00:00:00+03:00","ddc36ea7-6328-488f-bc87-b186d17d371d",,"2022-06-30T22:54:13.785+03:00",,,,,,,,4608927.0,,"11","Б-278",
"delete","2022-06-30T19:57:25.639+0000","db0b17c9-1188-462c-871d-532153ae8e78","157235358","db0b17c9-1188-462c-871d-532153ae8e78",,"person_education","8865817","db0b17c9-1188-462c-871d-532153ae8e78","ddc36ea7-6328-488f-bc87-b186d17d371d",8865817.0,"db0b17c9-1188-462c-871d-532153ae8e78",5313.0,,,1.0,1377.0,3.0,,"2020-11-18","2099-01-01","2020-11-18T16:46:22.996+03:00","2022-06-30T22:54:13.785+03:00","c7b1b38a-0b33-417f-9354-402bf77afb83","ddc36ea7-6328-488f-bc87-b186d17d371d","2020-11-18T16:46:23.025+03:00","2022-06-30T22:54:13.785+03:00",,,,,,,,,,,
"delete","2022-06-30T19:57:30.440+0000","3d452741-d12c-4b5b-bf92-ae7b565cc879","157237902","3d452741-d12c-4b5b-bf92-ae7b565cc879",,"person_education","9061300","3d452741-d12c-4b5b-bf92-ae7b565cc879","ddc36ea7-6328-488f-bc87-b186d17d371d",9061300.0,"3d452741-d12c-4b5b-bf92-ae7b565cc879",5313.0,,,1.0,1377.0,3.0,,"2021-03-24","2099-01-01","2021-03-24T14:48:06.897+03:00","2022-06-30T22:54:13.785+03:00","c7b1b38a-0b33-417f-9354-402bf77afb83","ddc36ea7-6328-488f-bc87-b186d17d371d","2021-03-24T14:48:06.899+03:00","2022-06-30T22:54:13.785+03:00",,,,,,,,,,,
"delete","2022-06-30T19:58:10.348+0000","16001eea-cbba-4f49-b114-ee13de8aabeb","157244405","16001eea-cbba-4f49-b114-ee13de8aabeb",,"person_education","9068135","16001eea-cbba-4f49-b114-ee13de8aabeb","ddc36ea7-6328-488f-bc87-b186d17d371d",9068135.0,"16001eea-cbba-4f49-b114-ee13de8aabeb",5313.0,,,1.0,1377.0,3.0,,"2021-03-31","2099-01-01","2021-03-31T15:05:32.751+03:00","2022-06-30T22:54:13.785+03:00","c7b1b38a-0b33-417f-9354-402bf77afb83","ddc36ea7-6328-488f-bc87-b186d17d371d","2021-03-31T15:05:32.753+03:00","2022-06-30T22:54:13.785+03:00",,,,,,,,,,,
"delete","2022-06-30T19:58:12.537+0000","0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e","157245345","0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e",,"person_education","8911607","0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e","ddc36ea7-6328-488f-bc87-b186d17d371d",8911607.0,"0bf681b5-717d-4bb9-9ea8-5cd48a4dd08e",5313.0,,,1.0,1377.0,3.0,,"2020-12-23","2099-01-01","2020-12-23T10:48:28.82+03:00","2022-06-30T22:54:13.785+03:00","c7b1b38a-0b33-417f-9354-402bf77afb83","ddc36ea7-6328-488f-bc87-b186d17d371d","2020-12-23T10:48:28.825+03:00","2022-06-30T22:54:13.785+03:00",,,,,,,,,,,
